          Dimensions           Particles         Metro-steps          StepLength                 WF1              Energy          Energy_std          Energy_var             Alpha_0               Epoch               Alpha                Beta
                   3                  10               10000             0.10000             0.74202            18.23574             0.98349             0.96726             1.00000                   5             0.74202             0.00000
                   3                  10               10000             0.10000             0.70984            16.56339             1.78923             3.20133             1.00000                   6             0.70984             0.00000
                   3                  10               10000             0.10000             0.58375            15.95014             0.46384             0.21515             1.00000                   7             0.58375             0.00000
                   3                  10               10000             0.10000             0.56004            15.72435             0.37920             0.14379             1.00000                   8             0.56004             0.00000
                   3                  10               10000             0.10000             0.53745            15.48572             0.15817             0.02502             1.00000                   9             0.53745             0.00000
                   3                  10               10000             0.10000             0.53101            15.38574             0.10051             0.01010             1.00000                  10             0.53101             0.00000
                   3                  10               10000             0.10000             0.52785            15.27355             0.18746             0.03514             1.00000                  11             0.52785             0.00000
                   3                  10               10000             0.10000             0.51558            15.21896             0.09170             0.00841             1.00000                  12             0.51558             0.00000
                   3                  10               10000             0.10000             0.51026            15.12757             0.03904             0.00152             1.00000                  13             0.51026             0.00000
                   3                  10               10000             0.10000             0.50879            15.12296             0.02697             0.00073             1.00000                  14             0.50879             0.00000
                   3                  10               10000             0.10000             0.50797            15.10160             0.03364             0.00113             1.00000                  15             0.50797             0.00000
                   3                  10               10000             0.10000             0.50656            15.05958             0.05031             0.00253             1.00000                  16             0.50656             0.00000
                   3                  10               10000             0.10000             0.50273            15.02893             0.01417             0.00020             1.00000                  17             0.50273             0.00000
                   3                  10               10000             0.10000             0.50200            15.03064             0.00753             0.00006             1.00000                  18             0.50200             0.00000
                   3                  10               10000             0.10000             0.50171            15.02225             0.00788             0.00006             1.00000                  19             0.50171             0.00000
                   3                  10               10000             0.10000             0.50135            15.02032             0.00975             0.00009             1.00000                  20             0.50135             0.00000
                   3                  10               10000             0.10000             0.50065            15.00607             0.00459             0.00002             1.00000                  21             0.50065             0.00000
                   3                  10               10000             0.10000             0.50032            15.00574             0.00076             0.00000             1.00000                  22             0.50032             0.00000
                   3                  10               10000             0.10000             0.50031            15.00342             0.00168             0.00000             1.00000                  23             0.50031             0.00000
                   3                  10               10000             0.10000             0.50021            15.00357             0.00067             0.00000             1.00000                  24             0.50021             0.00000
                   3                  10               10000             0.10000             0.50019            15.00209             0.00120             0.00000             1.00000                  25             0.50019             0.00000
                   3                  10               10000             0.10000             0.50012            15.00086             0.00075             0.00000             1.00000                  26             0.50012             0.00000
                   3                  10               10000             0.10000             0.50007            15.00064             0.00075             0.00000             1.00000                  27             0.50007             0.00000
                   3                  10               10000             0.10000             0.49999            14.99995             0.00006             0.00000             1.00000                  28             0.49999             0.00000
                   3                  10               10000             0.10000             0.50000            15.00000             0.00001             0.00000             1.00000                  29             0.50000             0.00000
                   3                  10               10000             0.10000             0.50000            15.00000             0.00001             0.00000             1.00000                  30             0.50000             0.00000
                   3                  10               10000             0.10000             1.10000            22.75477             1.47518             2.17615             1.10000                   0             1.10000             0.00000
                   3                  10               10000             0.10000             1.07733            16.25408             2.81627             7.93138             1.10000                   1             1.07733             0.00000
                   3                  10               10000             0.10000             0.99024            18.87561             1.98466             3.93888             1.10000                   2             0.99024             0.00000
                   3                  10               10000             0.10000             0.93632            19.41395             1.80655             3.26361             1.10000                   3             0.93632             0.00000
                   3                  10               10000             0.10000             0.88424            20.44950             1.58899             2.52489             1.10000                   4             0.88424             0.00000
                   3                  10               10000             0.10000             0.83677            19.50079             1.37129             1.88043             1.10000                   5             0.83677             0.00000
                   3                  10               10000             0.10000             0.79500            17.28794             2.43233             5.91624             1.10000                   6             0.79500             0.00000
                   3                  10               10000             0.10000             0.64014            16.66373             0.73802             0.54467             1.10000                   7             0.64014             0.00000
                   3                  10               10000             0.10000             0.60605            16.27473             0.66392             0.44078             1.10000                   8             0.60605             0.00000
                   3                  10               10000             0.10000             0.56847            15.89884             0.28457             0.08098             1.10000                   9             0.56847             0.00000
                   3                  10               10000             0.10000             0.55740            15.74545             0.17967             0.03228             1.10000                  10             0.55740             0.00000
                   3                  10               10000             0.10000             0.55209            15.50565             0.35274             0.12442             1.10000                  11             0.55209             0.00000
                   3                  10               10000             0.10000             0.52938            15.41614             0.16981             0.02883             1.10000                  12             0.52938             0.00000
