          Dimensions           Particles         Metro-steps               Omega          StepLength                 WF1              Energy          Energy_std          Energy_var       Accept_number        Accept_ratio        Imposampling          Analytical
                   3                  10               32768             1.00000             3.30000             0.80000            16.51847             1.86147             3.46506                6430             0.19623                   0                   1
                   3                  10               32768             1.00000             3.40000             0.20000            21.48544             3.89661            15.18357               15636             0.47717                   0                   1
                   3                  10               32768             1.00000             3.40000             0.30000            16.97633             2.13095             4.54097               12663             0.38644                   0                   1
                   3                  10               32768             1.00000             3.40000             0.40000            15.34684             0.83443             0.69627               10510             0.32074                   0                   1
                   3                  10               32768             1.00000             3.40000             0.60000            15.24803             0.69372             0.48125                7732             0.23596                   0                   1
                   3                  10               32768             1.00000             3.40000             0.70000            15.80137             1.31376             1.72596                6734             0.20551                   0                   1
                   3                  10               32768             1.00000             3.40000             0.80000            16.78001             1.73597             3.01358                5796             0.17688                   0                   1
                   3                  10               32768             1.00000             3.50000             0.20000            21.35970             3.89956            15.20655               15171             0.46298                   0                   1
                   3                  10               32768             1.00000             3.50000             0.30000            16.82669             2.02999             4.12085               12148             0.37073                   0                   1
                   3                  10               32768             1.00000             3.50000             0.40000            15.33960             0.84266             0.71007               10156             0.30994                   0                   1
                   3                  10               32768             1.00000             3.50000             0.60000            15.31887             0.68620             0.47087                7138             0.21783                   0                   1
                   3                  10               32768             1.00000             3.50000             0.70000            15.96542             1.32693             1.76073                6263             0.19113                   0                   1
                   3                  10               32768             1.00000             3.50000             0.80000            16.78029             1.89949             3.60807                5541             0.16910                   0                   1
                   3                  10               32768             1.00000             3.60000             0.20000            21.42399             3.96924            15.75487               14725             0.44937                   0                   1
                   3                  10               32768             1.00000             3.60000             0.30000            17.01835             2.10538             4.43264               11921             0.36380                   0                   1
                   3                  10               32768             1.00000             3.60000             0.40000            15.38629             0.84916             0.72107                9876             0.30139                   0                   1
                   3                  10               32768             1.00000             3.60000             0.60000            15.32857             0.66006             0.43567                6966             0.21259                   0                   1
                   3                  10               32768             1.00000             3.60000             0.70000            15.86282             1.30890             1.71322                5978             0.18243                   0                   1
                   3                  10               32768             1.00000             3.60000             0.80000            16.66883             1.85469             3.43987                5258             0.16046                   0                   1
                   3                  10               32768             1.00000             3.70000             0.20000            21.59134             4.02109            16.16916               14477             0.44180                   0                   1
                   3                  10               32768             1.00000             3.70000             0.30000            16.92012             2.05022             4.20340               11514             0.35138                   0                   1
                   3                  10               32768             1.00000             3.70000             0.40000            15.36829             0.83543             0.69794                9327             0.28464                   0                   1
                   3                  10               32768             1.00000             3.70000             0.60000            15.24464             0.71210             0.50708                6585             0.20096                   0                   1
                   3                  10               32768             1.00000             3.70000             0.70000            15.92099             1.22350             1.49696                5718             0.17450                   0                   1
                   3                  10               32768             1.00000             3.70000             0.80000            16.81534             1.74692             3.05174                4880             0.14893                   0                   1
                   3                  10               32768             1.00000             3.80000             0.20000            21.40976             3.84067            14.75076               13983             0.42673                   0                   1
                   3                  10               32768             1.00000             3.80000             0.30000            17.09600             2.00218             4.00871               11157             0.34048                   0                   1
                   3                  10               32768             1.00000             3.80000             0.40000            15.38406             0.84996             0.72242                9033             0.27567                   0                   1
                   3                  10               32768             1.00000             3.80000             0.60000            15.22006             0.71030             0.50452                6333             0.19327                   0                   1
                   3                  10               32768             1.00000             3.80000             0.70000            16.04975             1.26724             1.60590                5342             0.16302                   0                   1
                   3                  10               32768             1.00000             3.80000             0.80000            16.68227             1.77087             3.13597                4775             0.14572                   0                   1
                   3                  10               32768             1.00000             3.90000             0.20000            21.90434             3.94453            15.55934               13693             0.41788                   0                   1
                   3                  10               32768             1.00000             3.90000             0.30000            16.90843             2.04073             4.16459               10621             0.32413                   0                   1
                   3                  10               32768             1.00000             3.90000             0.40000            15.37871             0.80742             0.65193                8712             0.26587                   0                   1
                   3                  10               32768             1.00000             3.90000             0.60000            15.23086             0.67818             0.45993                5932             0.18103                   0                   1
                   3                  10               32768             1.00000             3.90000             0.70000            16.01372             1.16610             1.35980                5019             0.15317                   0                   1
                   3                  10               32768             1.00000             3.90000             0.80000            16.75174             1.84936             3.42014                4375             0.13351                   0                   1
                   3                  10               32768             1.00000             4.00000             0.20000            21.75405             4.00256            16.02045               13347             0.40732                   0                   1
                   3                  10               32768             1.00000             4.00000             0.30000            17.00033             2.08162             4.33313               10389             0.31705                   0                   1
                   3                  10               32768             1.00000             4.00000             0.40000            15.39459             0.82727             0.68437                8314             0.25372                   0                   1
                   3                  10               32768             1.00000             4.00000             0.60000            15.31774             0.69782             0.48695                5617             0.17142                   0                   1
                   3                  10               32768             1.00000             4.00000             0.70000            15.83014             1.29162             1.66828                4951             0.15109                   0                   1
                   3                  10               32768             1.00000             4.00000             0.80000            16.95830             1.72325             2.96960                4080             0.12451                   0                   1
                   3                  10               32768             1.00000             4.10000             0.20000            21.75943             4.13486            17.09710               12917             0.39420                   0                   1
                   3                  10               32768             1.00000             4.10000             0.30000            16.90026             2.03415             4.13775                9903             0.30222                   0                   1
                   3                  10               32768             1.00000             4.10000             0.40000            15.35898             0.85338             0.72826                7856             0.23975                   0                   1
                   3                  10               32768             1.00000             4.10000             0.60000            15.27315             0.65966             0.43515                5400             0.16479                   0                   1
                   3                  10               32768             1.00000             4.10000             0.70000            16.04416             1.18123             1.39531                4444             0.13562                   0                   1
                   3                  10               32768             1.00000             4.10000             0.80000            16.80262             1.85517             3.44166                3936             0.12012                   0                   1
                   3                  10               32768             1.00000             4.20000             0.20000            21.95920             4.15119            17.23238               12659             0.38632                   0                   1
                   3                  10               32768             1.00000             4.20000             0.30000            17.04034             1.96387             3.85677                9620             0.29358                   0                   1
                   3                  10               32768             1.00000             4.20000             0.40000            15.29388             0.79690             0.63505                7600             0.23193                   0                   1
                   3                  10               32768             1.00000             4.20000             0.60000            15.33877             0.66812             0.44638                5061             0.15445                   0                   1
                   3                  10               32768             1.00000             4.20000             0.70000            15.91398             1.22939             1.51140                4366             0.13324                   0                   1
                   3                  10               32768             1.00000             4.20000             0.80000            16.94918             1.88109             3.53848                3585             0.10941                   0                   1
